,TCUID,Company,ISIN,GICS Sector Name,Carbon-Scope 1  (tonnes CO2e),Carbon-Scope 2  (tonnes CO2e),Carbon-Scope 3 (tonnes CO2e),Carbon Intensity-Scope 1 (tonnes CO2e/USD mn),Carbon Intensity-Scope 2 (tonnes CO2e/USD mn),Carbon Intensity-Scope 3 (tonnes CO2e/USD mn),Carbon Disclosure,Revenue (USD mn)
40444,238639,"Chongqing Fuling Zhacai Group Co., Ltd.",CNE100000WX1,Consumer Staples,13999.57,7723.213,174498.34,42.511,23.452,529.885,Estimated data,329.313569278424
40448,238640,"Dian Diagnostics Group Co.,Ltd.",CNE1000015N1,Health Care,30540.777,22732.73,89988.324,19.793,14.733,58.319,Estimated data,1543.028853533642
40452,238641,"Flat Glass Group Co., Ltd.",CNE100002375,Information Technology,781236.0,748660.0,183781.58,861.232,825.321,202.6,Value derived from data provided in Environmental/CSR,907.114034134839
40454,238642,"East Group Co.,Ltd",CNE100001RT7,Industrials,18541.473,12590.441,232050.147,30.681,20.833,383.975,Estimated data,604.33728342927
40456,238643,"GUANGDONG FENGHUA ADVANCED TECHNOLOGY (HOLDING) CO., LTD.",CNE000000GH8,Information Technology,22817.526,19897.404,100585.571,36.352,31.699,160.247,Estimated data,627.689781097918
40459,238644,"HANGZHOU SHUNWANG TECHNOLOGY CO,LTD",CNE100000SZ4,Communication Services,658.036,782.125,5338.308,4.349,5.17,35.285,Estimated data,151.2905
40463,238645,"HANGZHOU SILAN MICROELECTRONICS CO., LTD",CNE000001DN1,Information Technology,39073.391,25031.712,93050.173,62.997,40.358,150.023,Estimated data,620.2395
40467,238647,"SHENZHEN EVERWIN PRECISION TECHNOLOGY CO., LTD.",CNE100000T40,Information Technology,51607.834,45003.211,227500.713,36.352,31.699,160.247,Estimated data,1419.685457247972
40477,238657,"Xinlun New Materials Co., Ltd.",CNE100000KS6,Industrials,5205.615,6007.789,68256.316,15.989,18.452,209.643,Estimated data,325.582981819475
40478,238658,"Anhui Tatfook Technology Co., Ltd",CNE100000VY1,Information Technology,1564.056,18800.27,42052.478,4.939,59.367,132.792,Exact Value from CDP,316.6785
40480,238659,"CECEP Techand Ecology&Environment Co.,Ltd.",CNE1000011N0,Industrials,4791.209,4340.069,48785.69,7.851,7.112,79.946,Estimated data,610.232199938977
40483,238661,"SUNGROW POWER SUPPLY CO., LTD.",CNE1000018M7,Industrials,92762.551,55093.428,406179.787,33.196,19.715,145.354,Estimate used instead of disclosure - data does not cover global operations,2794.426810673134
40486,238662,VISIONOX TECHNOLOGY INC.,CNE100000N46,Information Technology,18089.387,15774.359,79742.71,36.352,31.699,160.247,Estimated data,497.623385014703
40490,238663,"WINNING HEALTH TECHNOLOGY GROUP CO., LTD.",CNE1000016F5,Health Care,3923.52,2417.234,11314.95,11.947,7.36,34.453,Estimated data,328.420071435756
40492,238664,"WUHU TOKEN SCIENCES CO., LTD.",CNE100000QP9,Information Technology,36048.679,31435.272,158911.926,36.352,31.699,160.247,Estimated data,991.667
40496,238666,"WUS PRINTED CIRCUIT (KUNSHAN) CO., LTD.",CNE100000SP5,Information Technology,3870.81,152322.146,183245.475,3.581,140.917,169.525,Exact Value from CDP,1080.9333
40499,238667,"WUXI LEAD INTELLIGENT EQUIPMENT CO.,LTD.",CNE100001ZF9,Information Technology,30857.005,26908.014,136025.679,36.352,31.699,160.247,Estimated data,848.848674437998
40502,238669,Doushen (Beijing) Education & Technology INC.,CNE100000GX4,Information Technology,1772.874,1140.54,9766.965,8.827,5.679,48.628,Estimated data,200.8499
40506,238670,"Xinjiang Machinery Research Institute Co., Ltd.",CNE100000YS7,Industrials,3404.419,4368.033,36958.839,21.268,27.288,230.887,Estimated data,160.073499983992
40509,238671,"Xinjiangtianshan Cement Co.,Ltd",CNE000000XV4,Materials,8508954.504,324778.255,551093.893,6755.917,257.867,437.556,Estimated data,1259.4818620723
40512,238672,"Yantai Tayho Advanced Materials Co., Ltd.",CNE100000C56,Consumer Discretionary,56720.738,38726.7,282434.529,160.356,109.485,798.476,Estimated data,353.7169
40516,238673,"Zhejiang Communications Technology Co., Ltd.",CNE000001NF6,Industrials,217232.774,85573.654,1080217.669,41.469,16.336,206.208,Estimated data,5238.497030746199
40518,238674,"ZHEJIANG JINGSHENG MECHANICAL & ELECTRICAL CO., LTD.",CNE100001DJ8,Information Technology,34784.258,22283.951,82835.945,62.997,40.358,150.023,Estimated data,552.155077762829
40521,238675,"Zhejiang Jinke Tom Culture Industry Co., Ltd.",CNE100001ZP8,Materials,1138.96,1353.739,9239.793,4.349,5.17,35.285,Estimated data,261.860672592018
40524,238676,"Kaishan Group Co., Ltd.",CNE100001690,Industrials,5220.578,9389.603,109481.898,11.922,21.442,250.016,Estimated data,437.899686813206
40528,238677,"ZHEJIANG XIANJU PHARMACEUTICAL CO.,LTD.",CNE100000K64,Health Care,9357.862,6945.178,52046.338,16.07,11.927,89.377,Estimated data,582.32117419071
40532,238678,"ZHONGJI INNOLIGHT CO., LTD.",CNE100001CY9,Information Technology,45806.107,11282.699,140109.127,44.821,11.04,137.097,Estimated data,1021.973193552093
40536,238679,"Kunlun Tech Co., Ltd.",CNE100001YF2,Communication Services,1535.485,1825.038,12456.59,4.349,5.17,35.285,Estimated data,353.026425039438
40542,238686,"SHANXI COKING CO., LTD.",CNE000000LD7,Materials,2248579.213,68251.764,285788.688,2185.448,66.336,277.765,Estimated data,1028.886999897111
40545,238687,MING YANG SMART ENERGY GROUP LIMITED,CNE100003HQ0,Industrials,77705.035,24747.075,594909.864,23.88,7.605,182.827,Value derived from fuel use provided in Environmental/CSR,3253.944277527142
40548,238688,"JIANGSU ZIJIN RURAL COMMERCIAL BANK CO.,LTD",CNE100003GZ3,Financials,290.499,926.253,10084.067,0.675,2.153,23.442,Estimated data,430.16945105577
40701,238746,New Century Healthcare Holding Co. Limited,KYG6446R1020,Health Care,1542.99,3111.01,6369.834,20.767,41.87,85.73,Value split from data provided in Annual Report/Financial Accounts Disclosure,74.300890931904
40774,238772,DaFa Properties Group Limited,KYG261681079,Real Estate,6094.0,37698.0,40537.472,4.577,28.315,30.448,Value summed up from data provided in Environmental/CSR,1331.382859907093
40786,238777,"S-Enjoy Service Group Co., Limited",KYG803251068,Industrials,34.0,94204.0,12646.089,0.082,226.812,30.448,Value derived from data provided in Annual Report/Financial Accounts Disclosure,415.338834745945
40868,238809,Babytree Group,KYG070371078,Communication Services,216.03,361.781,1304.566,7.024,11.763,42.417,Estimate used instead of disclosure - data does not cover global operations,30.755782700451
40876,238814,China Index Holdings Limited,US16954W1018,Industrials,507.937,1035.576,3514.303,5.513,11.239,38.14,Estimated data,92.141299990786
40878,238815,China Kepei Education Group Limited,KYG2122A1094,Consumer Discretionary,74.93,8416.61,15852.187,0.596,66.978,126.15,Value derived from data provided in Environmental/CSR,125.6618
40885,238818,CIFI Ever Sunshine Services Group Limited,KYG2139U1067,Industrials,5717.221,25083.506,13762.777,12.648,55.493,30.448,Estimate used instead of disclosure - data does not cover global operations,452.014486388157
40896,238824,Maoyan Entertainment,KYG5804A1076,Consumer Discretionary,702.154,488.68,8240.034,3.548,2.47,41.641,Estimated data,197.883880308295
40899,238825,Mobvista Inc.,KYG622681008,Communication Services,3878.846,6295.049,21763.248,7.515,12.196,42.165,Estimate used instead of disclosure - data does not cover global operations,516.148
40913,238832,"Shanghai Junshi Biosciences Co., Ltd.",CNE100003FF7,Health Care,5783.59,23861.66,20471.21,25.027,103.255,88.583,Value derived from data provided in Annual Report/Financial Accounts Disclosure,231.095380978543
40918,238834,Tongcheng Travel Holdings Limited,KYG8918W1069,Consumer Discretionary,6238.525,7729.489,44681.324,7.257,8.992,51.978,Estimate used instead of disclosure - data does not cover global operations,859.6131
40920,238836,Wanka Online Inc.,KYG943071087,Communication Services,496.085,1813.802,24690.922,1.913,6.994,95.211,Estimated data,259.328366460947
40924,238838,Weimob Inc.,KYG9T20A1060,Information Technology,2038.864,2313.691,10048.32,7.147,8.11,35.223,Estimated data,285.274794393021
40926,238839,iDreamSky Technology Holdings Limited,KYG470811079,Communication Services,2105.586,2406.401,16371.467,4.524,5.17,35.175,Estimate used instead of disclosure - data does not cover global operations,465.425499953458
41539,238968,"HY Energy Group Co.,Ltd",CNE000001GP9,Energy,7470.952,29625.41,66138.984,10.456,41.462,92.563,Estimated data,714.525778411509
41547,238973,"Anhui Construction Engineering Group Co., Ltd.",CNE000001DV4,Industrials,150456.025,139275.593,1209837.256,18.226,16.871,146.556,Estimated data,8255.121998348975
41551,238975,"Baosheng Science and Technology Innovation Co.,Ltd.",CNE000001KL0,Industrials,204357.375,154985.652,1429866.304,41.313,31.332,289.063,Estimated data,4946.5569
41554,238976,"China Building Material Test & Certification Group Co., Ltd.",CNE100002G19,Industrials,1479.912,1621.159,10794.632,6.935,7.597,50.583,Estimated data,213.403923328716
41557,238977,"China Harzone Industry Corp., Ltd",CNE100002CH2,Industrials,3685.965,3438.459,61961.159,13.967,13.029,234.785,Estimated data,263.9061
41560,238979,"CSG Smart Science & Technology Co., Ltd.",CNE100001369,Industrials,3502.435,2253.216,19295.316,8.827,5.679,48.628,Estimated data,396.7929
41563,238980,"Dalian Huarui Heavy Industry Group Co., LTD.",CNE1000008Y3,Industrials,16412.926,28983.954,349871.035,13.878,24.508,295.84,Estimated data,1182.634176979822
41568,238982,"Estun Automation Co., Ltd",CNE100001X35,Industrials,5047.738,8913.914,107601.612,13.878,24.508,295.84,Estimated data,363.715
41571,238983,"EVE Energy Co., Ltd.",CNE100000GS4,Industrials,43932.124,21663.046,301800.788,37.148,18.318,255.197,Estimated data,1182.6192
41574,238985,"Hainan Strait Shipping Co.,Ltd.",CNE100000HZ7,Industrials,179508.151,2652.328,17234.08,1154.882,17.064,110.877,Estimated data,155.4342
41576,238987,"M-Grass Ecology And Environment (Group) Co., Ltd.",CNE100001P01,Industrials,2554.068,2797.837,18629.644,6.935,7.597,50.583,Estimated data,368.297788909179
41579,238989,"Jack Technology Co.,Ltd",CNE100002Z81,Industrials,7081.278,12504.987,150950.167,13.878,24.508,295.84,Estimated data,510.2418
41584,238992,"Misho Ecology & Landscape Co.,Ltd.",CNE1000024Y0,Industrials,2002.192,1539.925,9837.35,10.302,7.923,50.616,Estimated data,194.3525
41587,238993,"Nanfang Zhongjin Environment Co., Ltd.",CNE100000XH2,Industrials,17330.203,12681.983,128705.397,28.353,20.748,210.565,Estimated data,611.238099938876
41592,238996,"Saurer Intelligent Technology Co.,Ltd.",CNE000001GB9,Industrials,9752.043,17221.351,207882.326,13.878,24.508,295.84,Estimated data,702.6839
41594,238998,"Shanghai Ganglian E-Commerce Holdings Co., Ltd.",CNE1000013Q9,Industrials,74565.669,337923.804,580029.078,8.794,39.852,68.403,Estimated data,8479.535343801586
41597,238999,"Shanghai Tongji Science&Technology Industrial Co.,Ltd",CNE000000CL9,Industrials,21428.804,29214.998,91672.465,23.465,31.991,100.383,Estimated data,913.230799817354
41599,239000,"Shenzhen Yinghe Technology Co., Ltd",CNE100001ZM5,Industrials,4819.069,8088.098,92898.469,13.947,23.407,268.852,Estimated data,345.537199965446
41603,239001,"Square Technology Group Co.,Ltd",CNE100002BB7,Industrials,2156.73,3411.869,47048.958,13.492,21.344,294.331,Estimated data,159.850499984015
41612,239004,"Sunward Intelligent Equipment Co., Ltd.",CNE000001PW6,Industrials,16918.868,19232.205,391622.935,12.452,14.154,288.223,Estimated data,1358.750372423277
41615,239005,"Sunwoda Electronic Co.,Ltd",CNE100001260,Industrials,159823.209,268462.34,1097938.512,37.148,62.399,255.197,Estimate used instead of disclosure - data does not cover global operations,4302.318670441126
41618,239006,"Tibet Tianlu Co., Ltd.",CNE0000016T8,Industrials,276520.19,71225.831,135936.566,269.67,69.461,132.569,Estimated data,1025.40269989746
41619,239007,"Tongyu Heavy Industry Co., Ltd.",CNE100001179,Industrials,11447.384,20215.191,244021.567,13.878,24.508,295.84,Estimated data,824.841775160935
41624,239009,"Xiamen International Airport Co.,Ltd",CNE000000K33,Industrials,129062.619,1205.342,19967.432,727.002,6.79,112.475,Estimated data,177.527199982247
41627,239010,"Zhejiang Dingli Machinery Co.,Ltd",CNE1000023M7,Industrials,5493.636,6538.237,173314.36,12.823,15.261,404.539,Estimated data,428.424604517632
41629,239011,"ZHEJIANG NARADA POWER SOURCE Co. , Ltd.",CNE100000NC4,Industrials,14256.83,136510.89,426875.549,9.325,89.285,279.199,Exact Value from CDP,1528.929
41632,239012,"Anhui Jinhe Industrial Co.,Ltd.",CNE1000015C4,Materials,112693.464,65622.212,145757.876,212.138,123.529,274.38,Estimated data,531.227199946877
41634,239014,"Changzhou Tronly New Electronic Materials Co., Ltd.",CNE100001YR7,Materials,2670.486,3377.281,32204.211,23.736,30.018,286.239,Estimated data,112.508299988749
41637,239015,"CNNC Hua Yuan Titanium Dioxide Co., Ltd",CNE1000005X1,Materials,223923.602,120882.655,139728.765,415.925,224.532,259.538,Estimated data,538.3754
41643,239017,"Gansu Qilianshan Cement Group Co., Ltd.",CNE000000L65,Materials,7646968.704,291877.122,495266.222,6755.917,257.867,437.556,Estimated data,1131.8921
41645,239018,"Guangdong Dowstone Technology Co., Ltd.",CNE100002714,Materials,199765.616,107841.236,124654.135,415.925,224.532,259.538,Estimated data,480.2928
41649,239019,"Guangdong Hongda Holdings Group Co., Ltd.",CNE100001F37,Materials,18340.084,17598.209,308349.373,19.793,18.992,332.777,Estimated data,926.594097182256
41653,239020,"Hainan RuiZe New Building Material Co.,Ltd",CNE1000015B6,Materials,546263.349,24582.944,298843.376,1298.189,58.421,710.198,Estimated data,420.788732616457
41656,239021,"Hangjin Technology Co., Ltd.",CNE000000T67,Materials,179004.325,97247.475,122404.374,349.327,189.779,238.872,Estimated data,512.425883173072
41659,239022,"Henan Yuguang Gold&Lead Co.,Ltd.",CNE000001C16,Materials,439851.611,678946.712,441763.551,149.997,231.533,150.649,Estimated data,2932.39926359131
41661,239023,"Huafon Microfibre (Shanghai) Co., Ltd.",CNE100001088,Materials,130452.462,24840.047,226499.343,279.678,53.255,485.594,Estimated data,466.437395705674
41664,239024,"Jiangsu Eastern Shenghong Co., Ltd.",CNE0000012K6,Materials,1448026.944,212672.809,1252524.479,438.754,64.44,379.517,Estimated data,3300.313698583556
41668,239025,"Jiangsu Shuangxing Color Plastic New Materials Co., Ltd.",CNE1000013N6,Materials,53522.391,47179.265,234876.583,72.982,64.332,320.271,Estimated data,733.3679
41672,239026,"Jiangsu Yoke Technology Co., Ltd.",CNE100000PG0,Materials,53157.444,31252.746,67544.423,161.401,94.892,205.084,Estimated data,329.350297173863
41676,239027,"Jiangxi Wannianqing Cement Co., Ltd.",CNE000000SZ5,Materials,12264784.349,468134.512,794345.268,6755.917,257.867,437.556,Estimate used instead of disclosure - data does not cover global operations,1815.4138
41679,239028,"Jinyuan EP Co., Ltd.",CNE0000004G1,Materials,2688492.908,107692.854,244180.09,2139.718,85.711,194.338,Estimated data,1256.470499874353
41682,239029,"Lier Chemical Co.,LTD.",CNE100000C98,Materials,65919.332,15136.156,169693.833,91.56,21.024,235.7,Estimated data,719.9554
41690,239032,"Nanjing Hanrui Cobalt Co.,Ltd.",CNE100002PM4,Materials,86039.851,67654.835,71983.807,263.469,207.171,220.427,Estimated data,326.564802216255
41694,239034,"Sino-Platinum Metals Co.,Ltd",CNE000001DY8,Materials,451925.465,794038.448,756531.844,107.823,189.447,180.498,Estimated data,4191.3525
41696,239035,"Weihai Guangwei Composites Co., Ltd.",CNE1000034T9,Materials,6498.893,30541.136,66766.637,21.201,99.634,217.813,Estimated data,306.531813196932
41700,239038,"Chongqing Three Gorges Water Conservancy and Electric Power Co., Ltd.",CNE000000SN1,Utilities,8163.168,3876.945,45155.362,10.719,5.091,59.292,Estimated data,761.574978200266
41703,239040,"Guangxi Guidong Electric Power Co., LTD.",CNE000001741,Utilities,48080.475,36469.279,140009.342,17.694,13.421,51.524,Estimated data,2717.356818911573
41721,239107,"Allwinnertech Technology Co.,Ltd.",CNE100001ZN3,Information Technology,13742.223,8803.724,32726.011,62.997,40.358,150.023,Estimated data,218.14
41728,239115,"B-SOFT Co.,Ltd.",CNE100001ZG7,Health Care,1704.48,1299.88,10361.055,7.204,5.494,43.793,Estimated data,236.59339997634
41730,239116,"Beijing Forever Technology Co., Ltd.",CNE100001RD1,Information Technology,608.368,723.09,4935.373,4.349,5.17,35.285,Estimated data,139.8711
41733,239117,"Beijing Global Safety Technology Co., Ltd.",CNE100002813,Information Technology,1039.862,1235.953,8435.86,4.349,5.17,35.285,Estimated data,239.0768
41736,239118,"Beijing UniStrong Science&Technology CO.,LTD",CNE100000MY0,Information Technology,11177.042,2613.081,32505.798,45.66,10.675,132.792,Estimated data,244.7867
41739,239119,"Betta Pharmaceuticals Co., Ltd.",CNE100002DD9,Health Care,4344.959,3358.415,24049.991,16.033,12.393,88.747,Estimated data,270.995540903646
41745,239121,"BGI Genomics Co., Ltd.",CNE100003449,Health Care,18336.505,24484.647,97326.154,15.07,20.123,79.99,Estimated data,1216.731293070334
41750,239123,"C&S Paper Co.,Ltd",CNE100000X36,Consumer Staples,747319.112,35537.605,288224.856,657.013,31.243,253.396,Estimated data,1137.4489
41759,239126,"Chacha Food Company, Limited",CNE1000010Q5,Consumer Staples,33649.777,19535.652,449385.631,43.906,25.49,586.357,Estimated data,766.402976920746
41762,239127,"Changchun FAWAY Automobile Components Co.,Ltd",CNE000000M07,Consumer Discretionary,33791.313,63032.222,1048545.917,11.947,22.286,370.723,Estimated data,2828.3816
41766,239128,"Changsha Jingjia Microelectronics Co., Ltd.",CNE100002664,Information Technology,5967.699,3823.106,14211.601,62.997,40.358,150.023,Estimated data,94.729497147341
41770,239129,"Chengdu Hongqi Chain Co.,Ltd.",CNE100001P27,Consumer Staples,13590.923,52619.234,128337.564,10.36,40.112,97.833,Estimated data,1311.8054
41773,239131,China East Education Holdings Limited,KYG2120T1004,Consumer Discretionary,4238.2,58514.01,28748.84,8.016,110.673,54.375,Value derived from data provided in Annual Report/Financial Accounts Disclosure,528.7126
41774,239133,CStone Pharmaceuticals,KYG2588M1006,Health Care,2418.901,1794.076,13453.386,16.07,11.919,89.377,Estimate used instead of disclosure - data does not cover global operations,150.5234
41779,239137,DouYu International Holdings Limited,US25985W1053,Communication Services,5382.737,11725.93,65510.918,3.869,8.428,47.087,Estimated data,1391.280125814205
41788,239146,"Foshan NationStar Optoelectronics Co.,Ltd",CNE100000RM4,Information Technology,17188.391,14988.67,75770.885,36.352,31.699,160.247,Estimated data,472.8373
41792,239153,"Gosuncn Technology Group Co., Ltd.",CNE100000S17,Information Technology,15389.468,3597.904,44756.648,45.66,10.675,132.792,Estimated data,337.0424
41798,239157,"Guangdong Shirongzhaoye Co., Ltd.",CNE000001K16,Real Estate,5402.022,23700.612,13004.012,12.648,55.493,30.448,Estimated data,427.0942
41802,239158,"Guangdong Vanward New Electric Co., Ltd.",CNE100000ZT2,Consumer Discretionary,24685.187,13924.645,272378.782,27.172,15.328,299.823,Estimated data,908.465225968655
41805,239159,"Guangdong Xinbao Electrical Appliances Holdings Co., Ltd",CNE100001R82,Consumer Discretionary,51935.704,29296.366,573063.671,27.172,15.328,299.823,Estimated data,1911.339842442423
41808,239160,Guangzhou Restaurant Group Company Limited,CNE100003FH3,Consumer Discretionary,10039.586,29602.204,87058.698,21.076,62.144,182.763,Estimated data,476.346608521598
41811,239161,"Guangzhou Shangpin Home Collection Co., Ltd.",CNE100002PN2,Consumer Discretionary,13753.708,30195.133,151365.813,14.573,31.994,160.383,Estimated data,943.775099905622
41814,239162,"Guangzhou Wondfo Biotech Co.,Ltd",CNE100002102,Health Care,8492.46,11738.749,35505.575,20.852,28.822,87.177,Estimated data,407.281787950108
41817,239163,"Hainan Poly Pharm. Co., Ltd",CNE100002N10,Health Care,2767.639,2054.075,15392.992,16.07,11.927,89.377,Estimated data,172.224703612359
41819,239164,"Strait Innovation Internet Co., Ltd.",CNE100001CL6,Information Technology,452.247,290.943,2491.479,8.827,5.679,48.628,Estimated data,51.2353
41821,239165,"HAND Enterprise Solutions Co., Ltd.",CNE100000ZQ8,Information Technology,3174.153,2029.103,15724.343,8.787,5.617,43.529,Estimated data,361.239889085595
41824,239166,"Hangzhou Century Co., Ltd.",CNE100000NV4,Information Technology,7749.487,6757.73,34161.748,36.352,31.699,160.247,Estimated data,213.181469778629
41827,239167,"Hangzhou Jiebai Group Co., Limited",CNE000000DP8,Consumer Discretionary,3099.31,10401.305,17782.075,11.952,40.112,68.576,Estimated data,259.3061
41829,239168,Hansoh Pharmaceutical Group Company Limited,KYG549581067,Health Care,20214.002,15107.634,112517.306,16.053,11.998,89.357,Estimated data,1259.186603914043
41835,239171,"Henan Rebecca Hair Products Co., Ltd.",CNE000001F96,Consumer Staples,2019.67,4102.178,49459.121,10.483,21.293,256.727,Estimated data,192.6527
41838,239173,"Huafu Fashion Co., Ltd.",CNE000001LR5,Consumer Discretionary,330675.081,225772.002,1646559.33,160.356,109.485,798.476,Estimated data,2062.126979655955
41848,239178,"Inspur Software Co., Ltd.",CNE000000M49,Information Technology,837.507,995.439,6794.258,4.349,5.17,35.285,Estimated data,192.5529
41850,239182,"Jafron Biomedical Co.,Ltd.",CNE100002995,Health Care,5958.328,4509.953,30384.4,21.079,15.955,107.494,Estimated data,282.6617
41854,239184,Jiangsu Etern Company Limited,CNE000000T83,Information Technology,17841.364,5202.893,70763.946,37.479,10.93,148.652,Estimated data,476.037399952396
41857,239185,"Jiangsu Hengshun Vinegar-Industry Co.,Ltd",CNE000001725,Consumer Staples,12264.712,6362.886,154952.06,42.022,21.801,530.9,Estimated data,291.8669
41860,239186,"Jiugui Liquor Co., Ltd.",CNE000000S92,Consumer Staples,12999.249,7760.507,100588.454,49.127,29.329,380.144,Estimated data,264.606292031717
41865,239193,"Konfoong Materials International Co., Ltd",CNE100002NL1,Information Technology,3125.794,3213.796,27993.561,18.493,19.014,165.618,Estimated data,169.02445345809
41869,239194,Koolearn Technology Holding Limited,KYG5313A1013,Consumer Discretionary,1149.032,1293.56,8376.088,7.459,8.397,54.375,Derived from previous year,154.0425
41876,239198,"Wellhope Foods Co., Ltd.",CNE100001VB7,Consumer Staples,1884882.154,142278.027,3189733.312,546.17,41.227,924.268,Estimated data,3451.092798964671
41881,239202,"Luolai Lifestyle Technology Co., Ltd.",CNE100000FV0,Consumer Discretionary,13225.551,10880.078,32187.219,18.587,15.291,45.236,Estimated data,711.5363
41884,239203,"Luoniushan Co., Ltd.",CNE000000CR6,Consumer Staples,298874.282,17305.479,394285.14,879.243,50.91,1159.927,Estimated data,339.922399966008
41887,239206,"Mayinglong Pharmaceutical Group Co., LTD.",CNE000001HN2,Health Care,6948.802,5873.088,29554.888,17.179,14.52,73.067,Estimated data,404.492587778768
41893,239211,Sai MicroElectronics Inc.,CNE100001ZL7,Information Technology,6470.747,4315.188,16154.1,58.376,38.929,145.733,Estimated data,110.846896650901
41904,239217,"Northeast Pharmaceutical Group Co., Ltd.",CNE0000009G0,Health Care,18348.36,14302.209,77765.088,17.148,13.367,72.68,Estimated data,1069.968899893003
41908,239219,"NSFOCUS Technologies Group Co., Ltd.",CNE100001S32,Information Technology,1266.826,1505.717,10277.099,4.349,5.17,35.285,Estimated data,291.2585
41910,239220,Autek China Inc.,CNE100002MR0,Health Care,2187.803,3249.35,12471.105,17.342,25.757,98.854,Estimated data,126.156296200963
41921,239232,"Chempartner Pharmatech Co., Ltd.",CNE100000Y27,Health Care,3071.581,4128.123,18707.668,14.308,19.229,87.143,Estimated data,214.677899978532
41930,239238,"Sailun Group Co., Ltd.",CNE1000015F7,Consumer Discretionary,181117.933,107139.593,640264.124,81.141,47.999,286.84,Estimated data,2232.1328
41941,239243,"Shandong New Beiyang Information Technology Co., Ltd.",CNE100000M62,Information Technology,4086.514,5170.51,57070.385,11.771,14.894,164.391,Estimated data,347.162699965284
41945,239244,"Shandong Yisheng Livestock & Poultry Breeding Co., Ltd.",CNE100000SC3,Consumer Staples,264506.778,13577.754,287743.403,1042.517,53.515,1134.101,Estimated data,253.719400185101
41948,239245,"Shanghai AtHub Co.,Ltd.",CNE100002R57,Information Technology,475.328,1075.11,6253.53,3.606,8.156,47.441,Estimated data,131.8178
41951,239246,"Shanghai Kinetic Medical Co., Ltd",CNE100001FG9,Health Care,3242.4,2454.224,16534.567,21.079,15.955,107.494,Estimated data,153.8187
41954,239247,Shanghai Rongtai Health Technology Corporation Limited,CNE100002R81,Consumer Discretionary,4326.529,4351.102,78781.661,14.778,14.862,269.094,Estimated data,292.7663
41957,239248,"Shanghai Runda Medical Technology Co., Ltd.",CNE100002318,Health Care,19945.407,27358.73,92902.865,19.472,26.71,90.699,Estimated data,1024.304056657047
41960,239249,"Shanghai Shenda Co., Ltd",CNE0000003R0,Consumer Discretionary,38812.797,39844.214,290894.691,24.747,25.405,185.477,Estimated data,1568.358399843165
41963,239250,"Shanghai Weaver Network Co., Ltd.",CNE100002ZC4,Information Technology,934.245,1110.42,7579.045,4.349,5.17,35.285,Estimated data,214.7942
41966,239251,"Shanghai Xinnanyang Only Education & Technology Co., Ltd.",CNE0000005P9,Consumer Discretionary,4696.383,1903.184,14252.152,17.918,7.261,54.375,Estimated data,262.1077
41969,239252,"Shenzhen Danbond Technology Co.,Ltd.",CNE1000016X8,Information Technology,284.236,402.459,1196.848,40.26,57.006,169.525,Estimated data,7.06
41972,239253,"Shenzhen Fuanna Bedding and Furnishing Co.,Ltd",CNE100000JP4,Consumer Discretionary,11682.817,12805.09,108503.538,28.054,30.749,260.55,Estimated data,416.4405
41975,239254,"Shenzhen Kangtai Biological Products Co., Ltd.",CNE100002Q33,Health Care,6438.771,7327.138,24596.866,19.652,22.364,75.073,Estimated data,327.6372
41977,239255,"Shenzhen Sunline Tech Co., Ltd.",CNE100001KW6,Information Technology,1062.311,1165.174,8000.317,4.727,5.185,35.603,Estimated data,224.711708611615
41979,239256,"Shenzhen Ysstech Info-Tech Co.,Ltd",CNE100001RS9,Information Technology,1096.423,634.022,3160.244,9.032,5.223,26.034,Estimated data,121.3902
41981,239258,Sinocare Inc.,CNE100001CJ0,Health Care,5254.892,3081.091,42876.641,17.996,10.552,146.839,Estimated data,291.998
41986,239261,SonoScape Medical Corp.,CNE100002P91,Health Care,3032.863,1778.253,24746.276,17.996,10.552,146.839,Estimated data,168.5268
41989,239262,"Sunsea AIoT Technology Co., Ltd.",CNE100000HR4,Information Technology,25031.101,5852.022,72797.07,45.66,10.675,132.792,Estimated data,548.202338078398
41994,239265,"Thunder Software Technology Co.,Ltd.",CNE1000021D0,Information Technology,1656.163,1968.473,13435.589,4.349,5.17,35.285,Estimated data,380.77178853354
41998,239266,"China Green Electricity Investment of Tianjin Co., Ltd.",CNE000000271,Real Estate,59214.475,34627.433,585994.91,20.691,12.1,204.765,Estimated data,2861.792999713821
42008,239272,"Unilumin Group Co., Ltd",CNE100001518,Information Technology,26134.966,22790.288,115209.708,36.352,31.699,160.247,Estimated data,718.9496
42011,239276,"Victory Giant Technology (HuiZhou)Co.,Ltd.",CNE1000020V4,Information Technology,3496.069,358379.016,137575.41,4.308,441.607,169.525,Value derived from data provided in CDP,811.5335
42013,239278,Viva Biotech Holdings,KYG9390W1015,Health Care,152.01,28589.414,8862.499,1.505,283.1,87.759,Value summed up from data provided in Environmental/CSR,100.986899989901
42023,239282,"Will Semiconductor Co., Ltd.",CNE100002XM8,Information Technology,36591.199,33109.462,533249.7,12.739,11.527,185.644,Estimate used instead of disclosure - data does not cover global operations,2872.427964766499
42025,239284,"Wuhan Jingce Electronic Group Co.,Ltd",CNE100002DN8,Information Technology,3744.662,5777.795,29620.507,12.446,19.203,98.446,Estimated data,300.881499969912
